-1.38e-06,-2.88e+00,2.40e-02
-1.37e-06,-2.88e+00,3.20e-02
-1.36e-06,-2.88e+00,3.20e-02
-1.35e-06,-2.88e+00,2.40e-02
-1.34e-06,-2.84e+00,2.40e-02
-1.33e-06,-2.84e+00,3.20e-02
-1.32e-06,-2.88e+00,2.40e-02
-1.31e-06,-2.88e+00,2.40e-02
-1.30e-06,-2.88e+00,3.20e-02
-1.29e-06,-2.84e+00,3.20e-02
-1.28e-06,-2.84e+00,2.40e-02
-1.27e-06,-2.88e+00,2.40e-02
-1.26e-06,-2.88e+00,1.60e-02
-1.25e-06,-2.88e+00,3.20e-02
-1.24e-06,-2.84e+00,2.40e-02
-1.23e-06,-2.88e+00,3.20e-02
-1.22e-06,-2.88e+00,3.20e-02
-1.21e-06,-2.84e+00,3.20e-02
-1.20e-06,-2.88e+00,3.20e-02
-1.19e-06,-2.88e+00,2.40e-02
-1.18e-06,-2.88e+00,2.40e-02
-1.17e-06,-2.84e+00,2.40e-02
-1.16e-06,-2.84e+00,2.40e-02
-1.15e-06,-2.88e+00,2.40e-02
-1.14e-06,-2.88e+00,1.60e-02
-1.13e-06,-2.84e+00,3.20e-02
-1.12e-06,-2.88e+00,3.20e-02
-1.11e-06,-2.88e+00,1.60e-02
-1.10e-06,-2.88e+00,1.60e-02
-1.09e-06,-2.88e+00,3.20e-02
-1.08e-06,-2.88e+00,2.40e-02
-1.07e-06,-2.88e+00,1.60e-02
-1.06e-06,-2.88e+00,3.20e-02
-1.05e-06,-2.88e+00,3.20e-02
-1.04e-06,-2.92e+00,2.40e-02
-1.03e-06,-2.92e+00,1.60e-02
-1.02e-06,-2.88e+00,2.40e-02
-1.01e-06,-2.88e+00,3.20e-02
-1.00e-06,-2.88e+00,1.60e-02
-9.90e-07,-2.88e+00,1.60e-02
-9.80e-07,-2.84e+00,2.40e-02
-9.70e-07,-2.84e+00,2.40e-02
-9.60e-07,-2.88e+00,2.40e-02
-9.50e-07,-2.88e+00,2.40e-02
-9.40e-07,-2.88e+00,1.60e-02
-9.30e-07,-2.88e+00,2.40e-02
-9.20e-07,-2.88e+00,3.20e-02
-9.10e-07,-2.88e+00,2.40e-02
-9.00e-07,-2.88e+00,2.40e-02
-8.90e-07,-2.84e+00,3.20e-02
-8.80e-07,-2.88e+00,2.40e-02
-8.70e-07,-2.88e+00,1.60e-02
-8.60e-07,-2.88e+00,2.40e-02
-8.50e-07,-2.88e+00,2.40e-02
-8.40e-07,-2.84e+00,2.40e-02
-8.30e-07,-2.88e+00,1.60e-02
-8.20e-07,-2.88e+00,2.40e-02
-8.10e-07,-2.88e+00,3.20e-02
-8.00e-07,-2.84e+00,1.60e-02
-7.90e-07,-2.88e+00,2.40e-02
-7.80e-07,-2.88e+00,3.20e-02
-7.70e-07,-2.88e+00,2.40e-02
-7.60e-07,-2.88e+00,1.60e-02
-7.50e-07,-2.88e+00,1.60e-02
-7.40e-07,-2.88e+00,1.60e-02
-7.30e-07,-2.84e+00,2.40e-02
-7.20e-07,-2.88e+00,1.60e-02
-7.10e-07,-2.92e+00,2.40e-02
-7.00e-07,-2.84e+00,1.60e-02
-6.90e-07,-2.84e+00,3.20e-02
-6.80e-07,-2.84e+00,2.40e-02
-6.70e-07,-2.88e+00,1.60e-02
-6.60e-07,-2.88e+00,2.40e-02
-6.50e-07,-2.84e+00,3.20e-02
-6.40e-07,-2.88e+00,2.40e-02
-6.30e-07,-2.88e+00,2.40e-02
-6.20e-07,-2.88e+00,1.60e-02
-6.10e-07,-2.84e+00,3.20e-02
-6.00e-07,-2.88e+00,2.40e-02
-5.90e-07,-2.88e+00,1.60e-02
-5.80e-07,-2.88e+00,2.40e-02
-5.70e-07,-2.84e+00,3.20e-02
-5.60e-07,-2.88e+00,3.20e-02
-5.50e-07,-2.88e+00,2.40e-02
-5.40e-07,-2.84e+00,1.60e-02
-5.30e-07,-2.88e+00,3.20e-02
-5.20e-07,-2.88e+00,2.40e-02
-5.10e-07,-2.88e+00,1.60e-02
-5.00e-07,-2.88e+00,1.60e-02
-4.90e-07,-2.88e+00,3.20e-02
-4.80e-07,-2.88e+00,3.20e-02
-4.70e-07,-2.84e+00,1.60e-02
-4.60e-07,-2.88e+00,2.40e-02
-4.50e-07,-2.88e+00,2.40e-02
-4.40e-07,-2.88e+00,1.60e-02
-4.30e-07,-2.88e+00,1.60e-02
-4.20e-07,-2.88e+00,3.20e-02
-4.10e-07,-2.88e+00,2.40e-02
-4.00e-07,-2.92e+00,2.40e-02
-3.90e-07,-2.88e+00,1.60e-02
-3.80e-07,-2.88e+00,1.60e-02
-3.70e-07,-2.88e+00,3.20e-02
-3.60e-07,-2.88e+00,3.20e-02
-3.50e-07,-2.88e+00,2.40e-02
-3.40e-07,-2.84e+00,2.40e-02
-3.30e-07,-2.88e+00,2.40e-02
-3.20e-07,-2.88e+00,1.60e-02
-3.10e-07,-2.92e+00,2.40e-02
-3.00e-07,-2.88e+00,1.60e-02
-2.90e-07,-2.84e+00,2.40e-02
-2.80e-07,-2.88e+00,3.20e-02
-2.70e-07,-2.84e+00,1.60e-02
-2.60e-07,-2.88e+00,3.20e-02
-2.50e-07,-2.88e+00,2.40e-02
-2.40e-07,-2.92e+00,2.40e-02
-2.30e-07,-2.88e+00,2.40e-02
-2.20e-07,-2.88e+00,3.20e-02
-2.10e-07,-2.88e+00,2.40e-02
-2.00e-07,-2.88e+00,2.40e-02
-1.90e-07,-2.88e+00,1.60e-02
-1.80e-07,-2.88e+00,3.20e-02
-1.70e-07,-2.88e+00,2.40e-02
-1.60e-07,-2.88e+00,3.20e-02
