-3.68e-04,-1.10e+00,-1.12e+00
-3.64e-04,-1.14e+00,-1.14e+00
-3.60e-04,-1.12e+00,-1.12e+00
-3.56e-04,-1.12e+00,-1.14e+00
-3.52e-04,-1.14e+00,-1.12e+00
-3.48e-04,-1.10e+00,-1.14e+00
-3.44e-04,-1.10e+00,-1.14e+00
-3.40e-04,-1.14e+00,-1.12e+00
-3.36e-04,-1.10e+00,-1.16e+00
-3.32e-04,-1.14e+00,-1.10e+00
-3.28e-04,-1.10e+00,-1.12e+00
-3.24e-04,-1.14e+00,-1.14e+00
-3.20e-04,-1.12e+00,-1.14e+00
-3.16e-04,-1.10e+00,-1.12e+00
-3.12e-04,-1.12e+00,-1.14e+00
-3.08e-04,-1.10e+00,-1.10e+00
-3.04e-04,-1.12e+00,-1.14e+00
-3.00e-04,-1.10e+00,-1.12e+00
-2.96e-04,-1.14e+00,-1.14e+00
-2.92e-04,-1.10e+00,-1.12e+00
-2.88e-04,-1.10e+00,-1.12e+00
-2.84e-04,-1.14e+00,-1.14e+00
-2.80e-04,-1.10e+00,-1.12e+00
-2.76e-04,-1.14e+00,-1.14e+00
-2.72e-04,-1.14e+00,-1.14e+00
-2.68e-04,-1.10e+00,-1.10e+00
-2.64e-04,-1.10e+00,-1.14e+00
-2.60e-04,-1.12e+00,-1.12e+00
-2.56e-04,-1.14e+00,-1.12e+00
-2.52e-04,-1.10e+00,-1.14e+00
-2.48e-04,-1.12e+00,-1.12e+00
-2.44e-04,-1.08e+00,-1.16e+00
-2.40e-04,-1.14e+00,-1.14e+00
-2.36e-04,-1.08e+00,-1.12e+00
-2.32e-04,-1.10e+00,-1.12e+00
-2.28e-04,-1.12e+00,-1.14e+00
-2.24e-04,-1.10e+00,-1.14e+00
-2.20e-04,-1.14e+00,-1.10e+00
-2.16e-04,-1.12e+00,-1.14e+00
-2.12e-04,-1.10e+00,-1.12e+00
-2.08e-04,-1.14e+00,-1.14e+00
-2.04e-04,-1.08e+00,-1.12e+00
-2.00e-04,-1.14e+00,-1.12e+00
-1.96e-04,-1.10e+00,-1.14e+00
-1.92e-04,-1.10e+00,-1.12e+00
-1.88e-04,-1.14e+00,-1.14e+00
-1.84e-04,-1.10e+00,-1.14e+00
-1.80e-04,-1.12e+00,-1.14e+00
-1.76e-04,-1.10e+00,-1.14e+00
-1.72e-04,-1.14e+00,-1.12e+00
-1.68e-04,-1.08e+00,-1.12e+00
-1.64e-04,-1.12e+00,-1.14e+00
-1.60e-04,-1.12e+00,-1.12e+00
-1.56e-04,-1.10e+00,-1.16e+00
-1.52e-04,-1.10e+00,-1.14e+00
-1.48e-04,-1.12e+00,-1.12e+00
-1.44e-04,-1.10e+00,-1.14e+00
-1.40e-04,-1.14e+00,-1.12e+00
-1.36e-04,-1.12e+00,-1.14e+00
-1.32e-04,-1.12e+00,-1.12e+00
-1.28e-04,-1.12e+00,-1.12e+00
-1.24e-04,-1.14e+00,-1.14e+00
-1.20e-04,-1.12e+00,-1.16e+00
-1.16e-04,-1.10e+00,-1.12e+00
-1.12e-04,-1.12e+00,-1.14e+00
-1.08e-04,-1.08e+00,-1.12e+00
-1.04e-04,-1.14e+00,-1.14e+00
-1.00e-04,-1.10e+00,-1.12e+00
-9.60e-05,-1.14e+00,-1.14e+00
