0.000000000000000e+000	0.000000e+000
1.000000000000000e-003	0.000000e+000
1.000002712500031e-003	2.703257e-002
1.000008137500093e-003	8.099281e-002
1.000010924392979e-003	1.086284e-001
1.000013789055321e-003	1.369376e-001
1.000017173639755e-003	1.702778e-001
1.000021580287389e-003	2.135201e-001
1.000026926800745e-003	2.657351e-001
1.000033709363093e-003	3.315792e-001
1.000042014527534e-003	4.116026e-001
1.000052484692808e-003	5.115433e-001
1.000065409482469e-003	6.334665e-001
1.000081641822299e-003	7.843973e-001
1.000100000000000e-003	9.530655e-001
1.000106039927168e-003	9.474216e-001
1.000114093163392e-003	9.399087e-001
1.000130199635840e-003	9.249327e-001
1.000162412580735e-003	8.952177e-001
1.000226838470527e-003	8.369939e-001
1.000351699278579e-003	7.287646e-001
1.000498752220930e-003	6.116850e-001
1.000704806500890e-003	4.710594e-001
1.000937022725794e-003	3.513122e-001
1.001234813309271e-003	2.625880e-001
1.001573897947555e-003	2.412649e-001
1.001893108639064e-003	2.907562e-001
1.002197317286908e-003	3.885900e-001
1.002520100628732e-003	5.234054e-001
1.002835097638793e-003	6.634457e-001
1.003204716428007e-003	8.163928e-001
1.003538530660659e-003	9.300816e-001
1.003860975449845e-003	1.009411e+000
1.004198086073014e-003	1.061333e+000
1.004521418161812e-003	1.086969e+000
1.004803366963968e-003	1.094774e+000
1.005084334451771e-003	1.094866e+000
1.005389174292753e-003	1.092958e+000
1.005697188205256e-003	1.093844e+000
1.006049973385021e-003	1.101267e+000
1.006358645713655e-003	1.113699e+000
1.006582508644763e-003	1.126083e+000
1.006809586285778e-003	1.140407e+000
1.007029876726803e-003	1.154027e+000
1.007404738408878e-003	1.172596e+000
1.007839972580630e-003	1.181604e+000
1.008406634849219e-003	1.168926e+000
1.008984990654277e-003	1.130452e+000
1.009465471402777e-003	1.083051e+000
1.009815374435892e-003	1.043750e+000
1.010111406107532e-003	1.011011e+000
1.010446601128830e-003	9.775438e-001
1.010761718256053e-003	9.519187e-001
1.011237519897718e-003	9.248140e-001
1.011756646698868e-003	9.081382e-001
1.012157736808067e-003	9.044514e-001
1.012627233040875e-003	9.082447e-001
1.013209237531334e-003	9.190922e-001
1.013831297057824e-003	9.345701e-001
1.014502706655577e-003	9.536366e-001
1.015201999806427e-003	9.749695e-001
1.015954204472022e-003	9.985574e-001
1.016431031813650e-003	1.012917e+000
1.016874956657265e-003	1.024719e+000
1.017283348335033e-003	1.033543e+000
1.017601682139858e-003	1.038465e+000
1.017985627787688e-003	1.041671e+000
1.018471515365556e-003	1.041736e+000
1.019185122071103e-003	1.036063e+000
1.019780187130202e-003	1.027633e+000
1.020289980802083e-003	1.018609e+000
1.020768908435220e-003	1.009825e+000
1.021210103936268e-003	1.002230e+000
1.021691717309559e-003	9.949973e-001
1.022201656714450e-003	9.888080e-001
1.023133555070659e-003	9.815691e-001
1.023488619342505e-003	9.803401e-001
1.023814659227626e-003	9.800453e-001
1.024383743446411e-003	9.810506e-001
