0.000000000000000e+000	0.000000e+000
1.000000000000000e-003	0.000000e+000
1.000002712500031e-003	2.663951e-002
1.000008137500093e-003	7.928278e-002
1.000012302798122e-003	1.189183e-001
1.000016449275135e-003	1.572915e-001
1.000024742229160e-003	2.309008e-001
1.000041328137210e-003	3.681311e-001
1.000068186801061e-003	5.678278e-001
1.000100000000000e-003	7.814463e-001
1.000110797864135e-003	7.387004e-001
1.000125195016315e-003	6.850730e-001
1.000153989320675e-003	5.885948e-001
1.000211577929396e-003	4.284679e-001
1.000309094932282e-003	2.203537e-001
1.000405990790318e-003	7.411203e-002
1.000528324777323e-003	-4.827775e-002
1.000651102953417e-003	-1.272025e-001
1.000810590289923e-003	-1.881058e-001
1.000973321182900e-003	-2.202298e-001
1.001163965491632e-003	-2.312512e-001
1.001338116288296e-003	-2.235192e-001
1.001500659674297e-003	-2.031177e-001
1.001688744291639e-003	-1.674298e-001
1.001958087646881e-003	-1.043154e-001
1.002137098568050e-003	-5.806746e-002
1.002312800423906e-003	-1.187629e-002
1.002489056817995e-003	3.100674e-002
1.002765987740581e-003	8.651679e-002
1.003079843745716e-003	1.301488e-001
1.003325755698674e-003	1.469445e-001
1.003513514921156e-003	1.471933e-001
1.003702374372087e-003	1.371672e-001
1.003892977495195e-003	1.185544e-001
1.004124553495566e-003	8.787827e-002
1.004327929206132e-003	5.644414e-002
1.004467090613575e-003	3.353342e-002
1.004660885446106e-003	1.908604e-003
1.004845459241809e-003	-2.536276e-002
1.005148114873783e-003	-6.085987e-002
1.005468900398685e-003	-8.530886e-002
1.005703372455253e-003	-9.246545e-002
1.005890975817810e-003	-9.030608e-002
1.006103972363185e-003	-8.085743e-002
1.006295731053356e-003	-6.730247e-002
1.006540115563297e-003	-4.532123e-002
1.006726528584583e-003	-2.663099e-002
1.006886861404817e-003	-1.004569e-002
1.007040038687301e-003	5.029974e-003
1.007295317670828e-003	2.682362e-002
1.007584131854684e-003	4.551421e-002
1.007835682156172e-003	5.526254e-002
1.008043476151824e-003	5.787105e-002
1.008231649761089e-003	5.588097e-002
1.008431646836866e-003	4.993206e-002
1.008626848805574e-003	4.105012e-002
1.008865928773203e-003	2.747262e-002
1.009046492268374e-003	1.612162e-002
1.009210076246031e-003	5.572021e-003
1.009368975533294e-003	-4.118668e-003
1.009629382600792e-003	-1.774885e-002
1.009923684195862e-003	-2.921724e-002
1.010174439889045e-003	-3.486099e-002
1.010377630838717e-003	-3.610764e-002
1.010565910879857e-003	-3.460744e-002
1.010757271650553e-003	-3.086380e-002
1.010953783672156e-003	-2.515369e-002
1.011187771081267e-003	-1.678710e-002
1.011363959470387e-003	-9.851893e-003
1.011529806377929e-003	-3.182379e-003
1.011692361524871e-003	2.973707e-003
1.011956352297579e-003	1.149139e-002
1.012254181996264e-003	1.855665e-002
1.012504161344176e-003	2.189399e-002
1.012704125224942e-003	2.252096e-002
1.012892457853893e-003	2.147211e-002
1.013083603884007e-003	1.904470e-002
