0.000000000000000e+000	0.000000e+000
1.000000000000000e-003	0.000000e+000
1.000002712500031e-003	2.688067e-002
1.000008137500093e-003	8.036590e-002
1.000010930933820e-003	1.076842e-001
1.000013796550185e-003	1.354537e-001
1.000017192666904e-003	1.680857e-001
1.000021618341915e-003	2.101816e-001
1.000027002225200e-003	2.607476e-001
1.000033843518725e-003	3.239913e-001
1.000042247999601e-003	4.001613e-001
1.000052876543419e-003	4.941255e-001
1.000066057627813e-003	6.070801e-001
1.000082697274535e-003	7.444825e-001
1.000100000000000e-003	8.830410e-001
1.000106233994460e-003	8.691119e-001
1.000114545987073e-003	8.508812e-001
1.000131169972300e-003	8.156127e-001
1.000164417942753e-003	7.495831e-001
1.000230913883659e-003	6.309909e-001
1.000315601269242e-003	5.027683e-001
1.000432496542854e-003	3.624159e-001
1.000573285189274e-003	2.391839e-001
1.000758708755186e-003	1.357526e-001
1.000984750586932e-003	7.195593e-002
1.001223535599866e-003	5.782499e-002
1.001486588191666e-003	8.522011e-002
1.001757183757819e-003	1.427141e-001
1.002045383758713e-003	2.228461e-001
1.002341374420753e-003	3.138847e-001
1.002675414433187e-003	4.163573e-001
1.003031001791641e-003	5.162891e-001
1.003362085847430e-003	5.944973e-001
1.003721888097111e-003	6.609251e-001
1.004005006851630e-003	6.992312e-001
1.004289047580725e-003	7.257890e-001
1.004581036694160e-003	7.444426e-001
1.004956491475007e-003	7.623034e-001
1.005302224012671e-003	7.784668e-001
1.005625014568427e-003	7.973775e-001
1.005892690002045e-003	8.181975e-001
1.006124805723553e-003	8.409516e-001
1.006326456020789e-003	8.642728e-001
1.006517250509646e-003	8.890022e-001
1.006708407492186e-003	9.156696e-001
1.006908676324223e-003	9.446585e-001
1.007161443118208e-003	9.809456e-001
1.007440521699244e-003	1.018686e+000
1.007652467376308e-003	1.044250e+000
1.007822076847305e-003	1.061574e+000
1.007980647130684e-003	1.074631e+000
1.008142861412935e-003	1.084464e+000
1.008333114879408e-003	1.091206e+000
1.008561994405336e-003	1.092712e+000
1.008818602546151e-003	1.086655e+000
1.009055297124006e-003	1.074422e+000
1.009272690465322e-003	1.058108e+000
1.009511223092093e-003	1.036304e+000
1.009728356176267e-003	1.014448e+000
1.009995414661565e-003	9.868868e-001
1.010183985414342e-003	9.683162e-001
1.010423058113185e-003	9.473500e-001
1.010669577521162e-003	9.300821e-001
1.010998318892230e-003	9.151025e-001
1.011364459827067e-003	9.088255e-001
1.011754629563512e-003	9.126520e-001
1.012079802251003e-003	9.222214e-001
1.012368592455312e-003	9.336560e-001
1.012659381128826e-003	9.454148e-001
1.012971731135154e-003	9.560680e-001
1.013293820960123e-003	9.635886e-001
1.013553831680722e-003	9.663422e-001
1.013815463255272e-003	9.659200e-001
1.014093517862078e-003	9.627978e-001
1.014499350011766e-003	9.562758e-001
1.014874035053366e-003	9.515308e-001
1.015314248002140e-003	9.514868e-001
1.015739722394709e-003	9.595431e-001
1.016093942414630e-003	9.736193e-001
