0.000000000000000e+000	-1.000000e-002	2.499995e-007
3.906249976259879e-011	-9.218750e-003	2.162652e-006
7.812499952519758e-011	-8.437500e-003	7.336131e-006
1.562499990503952e-010	-6.875000e-003	2.773081e-005
3.124999981007903e-010	-3.750000e-003	1.069789e-004
6.249999962015806e-010	2.500000e-003	3.797982e-004
1.000000000000000e-009	1.000000e-002	8.279901e-004
1.262500002658894e-009	1.000000e-002	1.221323e-003
1.562500005697629e-009	1.000000e-002	1.626075e-003
2.162500011775100e-009	1.000000e-002	2.312746e-003
3.362500023930042e-009	1.000000e-002	3.367036e-003
4.784974486176847e-009	1.000000e-002	4.211454e-003
6.528716513823578e-009	1.000000e-002	4.801068e-003
8.416503245269503e-009	1.000000e-002	5.084955e-003
1.074688564974303e-008	1.000000e-002	5.139704e-003
1.340064018189674e-008	1.000000e-002	5.002259e-003
1.680379241575981e-008	1.000000e-002	4.692130e-003
2.093867372731940e-008	1.000000e-002	4.260703e-003
2.661242937656780e-008	1.000000e-002	3.683761e-003
3.447548604836004e-008	1.000000e-002	2.986056e-003
4.844629115760847e-008	1.000000e-002	1.975947e-003
6.193850496627444e-008	1.000000e-002	1.221297e-003
7.910688271690411e-008	1.000000e-002	5.068877e-004
9.756134284993494e-008	1.000000e-002	-6.799814e-005
1.202045267279173e-007	1.000000e-002	-6.000064e-004
1.450754001527700e-007	1.000000e-002	-1.058628e-003
1.765212982135796e-007	1.000000e-002	-1.538161e-003
2.135888570815141e-007	1.000000e-002	-2.037701e-003
2.635316706334223e-007	1.000000e-002	-2.665482e-003
4.302027089881524e-007	1.000000e-002	-4.678474e-003
9.300563657202028e-007	1.000000e-002	-1.053572e-002
1.596527908029603e-006	1.000000e-002	-1.804414e-002
2.573090408029603e-006	1.000000e-002	-2.855830e-002
3.549652908029603e-006	1.000000e-002	-3.850449e-002
4.526215408029603e-006	1.000000e-002	-4.786542e-002
5.502777908029603e-006	1.000000e-002	-5.667512e-002
6.479340408029603e-006	1.000000e-002	-6.496563e-002
7.455902908029603e-006	1.000000e-002	-7.276714e-002
8.432465408029603e-006	1.000000e-002	-8.010808e-002
1.038559040802961e-005	1.000000e-002	-9.351380e-002
1.233871540802961e-005	1.000000e-002	-1.053789e-001
1.429184040802961e-005	1.000000e-002	-1.158772e-001
1.624496540802961e-005	1.000000e-002	-1.251632e-001
1.819809040802961e-005	1.000000e-002	-1.333736e-001
2.015121540802961e-005	1.000000e-002	-1.406300e-001
2.210434040802962e-005	1.000000e-002	-1.470401e-001
2.405746540802962e-005	1.000000e-002	-1.526994e-001
2.601059040802962e-005	1.000000e-002	-1.576926e-001
2.796371540802962e-005	1.000000e-002	-1.620952e-001
2.991684040802962e-005	1.000000e-002	-1.659736e-001
3.186996540802962e-005	1.000000e-002	-1.693872e-001
3.382309040802963e-005	1.000000e-002	-1.723884e-001
3.577621540802963e-005	1.000000e-002	-1.750239e-001
3.772934040802963e-005	1.000000e-002	-1.773349e-001
3.968246540802963e-005	1.000000e-002	-1.793581e-001
4.163559040802963e-005	1.000000e-002	-1.811260e-001
4.358871540802963e-005	1.000000e-002	-1.826675e-001
4.554184040802964e-005	1.000000e-002	-1.840082e-001
4.749496540802964e-005	1.000000e-002	-1.851707e-001
4.944809040802964e-005	1.000000e-002	-1.861753e-001
5.140121540802964e-005	1.000000e-002	-1.870397e-001
5.335434040802964e-005	1.000000e-002	-1.877798e-001
5.530746540802965e-005	1.000000e-002	-1.884098e-001
5.726059040802965e-005	1.000000e-002	-1.889419e-001
5.921371540802965e-005	1.000000e-002	-1.893875e-001
6.116684040802964e-005	1.000000e-002	-1.897561e-001
6.409652790802965e-005	1.000000e-002	-1.901838e-001
6.702621540802965e-005	1.000000e-002	-1.904832e-001
6.995590290802965e-005	1.000000e-002	-1.906756e-001
7.288559040802965e-005	1.000000e-002	-1.907787e-001
7.581527790802966e-005	1.000000e-002	-1.908073e-001
7.874496540802966e-005	1.000000e-002	-1.907738e-001
8.139563505088680e-005	1.000000e-002	-1.906877e-001
8.404630469374395e-005	1.000000e-002	-1.905771e-001
8.669697433660110e-005	1.000000e-002	-1.904420e-001
8.934764397945824e-005	1.000000e-002	-1.902824e-001
9.199831362231538e-005	1.000000e-002	-1.900984e-001
9.464898326517254e-005	1.000000e-002	-1.898898e-001
9.729965290802968e-005	1.000000e-002	-1.896568e-001
